ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT,MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATIONZ,ORIENTATIONX,ORIENTATIONY,PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.0742,4.9578,8.5369,1.015,4.9051,8.4309,0.0473,-0.0048,0.0072,0.0233,0.0202,0.0053,195,14.77,-7.15,-37.07,300.48,-29.94,-6.88,2,981.05,49.211,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,10,2018-07-23 11:56:13:967
0.8164,4.6769,8.7333,0.784,4.6139,8.6178,0.0233,0.0098,0.0161,-0.0875,0.0454,-7.00E-04,211,16.96,-4.2,-37.58,303.63,-28.07,-5.2,2,981.05,61.671,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,509,2018-07-23 11:56:14:466
0.7023,4.5787,8.9336,0.7254,4.5199,8.6726,-0.0334,-0.0054,0.1378,-0.0264,0.082,-0.0455,219,18.09,-8.31,-37.97,294.33,-27.53,-5.15,2,981.05,61.377,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,1009,2018-07-23 11:56:14:966
-0.1572,3.7783,8.2576,0.2274,3.8832,9.0022,-0.3873,-0.1497,-0.8483,-0.0051,0.2499,-0.0455,268,19.75,-4.41,-35.59,295.45,-23.32,-2.41,2,981.05,62.843,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,1510,2018-07-23 11:56:15:467
0.0439,3.5373,10.2847,-0.1563,3.651,9.1003,0.2025,-0.1669,1.0518,0.3347,0.4665,-0.2017,279,19.73,-3.69,-37.12,294.27,-20.76,-0.87,2,981.05,53.443,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,2010,2018-07-23 11:56:15:967
0.83,3.9283,8.9831,0.6494,4.0848,8.8917,0.1723,-0.2088,-0.0225,0.0446,0.1885,0.044,192,17.81,-3.22,-37.61,301.13,-24.62,-4.18,2,981.05,58.78,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,2510,2018-07-23 11:56:16:467
0.2737,4.3409,9.2576,0.2406,4.2597,8.8299,0.0302,0.0304,0.3224,-0.0701,0.0099,-0.0497,234,18.73,-5.89,-34.78,295.84,-25.99,-1.68,2,981.05,63.139,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,3009,2018-07-23 11:56:16:966
0.3519,4.289,8.9487,0.2419,4.3613,8.7801,0.1072,-0.1219,0.0686,-0.0821,-0.0665,0.0717,239,19.92,-4.77,-37.95,300.83,-26.71,-1.22,2,981.04,62.45,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,3510,2018-07-23 11:56:17:467
0.1141,4.404,8.7979,0.2616,4.3825,8.769,-0.1504,-0.0275,-0.0691,-0.014,0.0053,-0.0053,239,18.25,-7.54,-35.38,293.43,-26.59,-1.75,2,981.04,57.157,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,4010,2018-07-23 11:56:17:967
0.1939,4.4439,9.0461,0.2361,4.362,8.7799,-0.0449,0.0312,0.1642,-0.0136,-0.004,-0.0277,243,19,-7.89,-35.59,293.38,-26.46,-1.58,2,981.04,49.435,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 20,4509,2018-07-23 11:56:18:466
-0.0591,4.0313,9.517,0.2792,4.0728,8.9166,-0.3415,-0.0879,0.4989,-0.1436,0.3334,0.0476,256,19,-7.89,-35.12,289.02,-25.07,-2.91,2,981.04,42.145,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,5010,2018-07-23 11:56:18:967
0.6185,4.0201,9.663,0.4311,3.9083,8.9838,0.1823,0.0659,0.5738,-0.2384,-0.2234,0.0042,256,18.88,-10.06,-34.84,282.02,-23.49,-2.75,2,981.04,57.282,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,5510,2018-07-23 11:56:19:467
0.3136,3.7982,9.6407,0.3371,3.722,9.0666,-0.0272,0.0349,0.4734,-0.0953,0.0688,0.0405,268,18.27,-9.59,-35.04,281.06,-22.31,-2.13,2,981.04,58.334,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,6010,2018-07-23 11:56:19:967
0.419,3.8956,9.0437,0.9677,3.8769,8.9557,-0.559,-0.0222,-0.0064,0.0081,-0.3615,0.2042,254,17.07,-4.11,-37.77,298.26,-23.33,-4.68,2,981.04,60.173,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,6509,2018-07-23 11:56:20:466
0.9122,3.4495,9.1084,1.3493,3.399,9.0993,-0.4501,0.0179,-0.0782,-0.0892,0.0372,-0.1073,226,13.96,-6.36,-38.76,289.66,-20.57,-9.08,2,981.04,59.132,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,7010,2018-07-23 11:56:20:967
1.1125,3.3393,9.007,1.1851,3.3233,9.15,-0.1062,-0.0952,-0.1122,0.0645,0.0156,-0.0639,243,16.57,-4.61,-37.97,288.62,-19.81,-7.38,2,981.04,61.356,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,7510,2018-07-23 11:56:21:467
1.0247,3.5556,9.0118,1.0026,3.5218,9.0974,0.0129,0.0017,-0.1686,0.0152,-0.0015,-0.01,243,13.84,-3.18,-39.44,300.07,-20.98,-6.29,2,981.04,30.76,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,8009,2018-07-23 11:56:21:966
1.1276,3.6322,9.1267,1.0349,3.5255,9.0923,0.0836,0.0757,-0.0456,-0.0264,0.0159,0.0011,243,15.91,-6.57,-36.27,285.96,-21.15,-6.54,2,981.04,61.499,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,8510,2018-07-23 11:56:22:467
1.13,3.5005,9.2456,1.0848,3.5354,9.0827,0.0359,-0.0652,0.0849,-0.015,-0.0349,0.0131,239,16.31,-5.33,-40.62,294.36,-21.21,-6.78,2,981.04,62.373,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,9010,2018-07-23 11:56:22:967
1.1189,3.5508,9.3127,1.0845,3.5458,9.0786,0.0237,-0.0297,0.1453,0.0283,0.012,-0.0235,239,15.06,-4.75,-36.49,291.68,-21.2,-6.81,2,981.03,57.068,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,9509,2018-07-23 11:56:23:466
1.0814,3.6019,9.1259,1.0524,3.5945,9.0632,0.0199,-0.0234,-0.015,0.002,-0.0178,-0.0043,239,14.58,-4.41,-37.92,296.26,-21.51,-6.55,2,981.04,27.607,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,10009,2018-07-23 11:56:23:966
1.0949,3.5939,9.1331,1.1041,3.558,9.0715,-0.0181,0.0072,-0.0117,-0.0378,-0.0469,0.0351,239,15.78,-2.43,-40.91,300.74,-21.41,-6.75,2,981.04,63.586,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,10510,2018-07-23 11:56:24:467
1.2186,3.5708,9.2009,1.1488,3.5552,9.067,0.0598,-0.0153,0.0552,0.0049,-0.0061,-0.005,239,14.94,-4.57,-39.31,293.76,-21.26,-7.17,2,981.04,62.558,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,11009,2018-07-23 11:56:24:966
1.1588,3.5748,9.1826,1.1672,3.5268,9.0758,-0.0187,0.0171,0.0272,-0.009,-0.0128,0.006,236,13.83,-6.73,-37.7,288.89,-21.11,-7.3,2,981.04,62.811,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,11510,2018-07-23 11:56:25:467
1.2298,3.582,9.1563,1.185,3.5403,9.0682,0.0343,0.0101,0.0072,-8.00E-04,-0.0036,-0.005,236,12.95,-2.1,-39.82,303.31,-21.15,-7.38,2,981.04,56.33,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,12010,2018-07-23 11:56:25:967
1.1707,3.5708,9.1068,1.1935,3.5383,9.0679,-0.0329,0.0023,-0.0385,-0.0058,-0.0047,0.0057,236,15.04,-5.29,-39.68,293.99,-21.15,-7.5,2,981.04,28.329,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,12510,2018-07-23 11:56:26:467
1.2657,3.5245,9.1826,1.2133,3.5209,9.072,0.0414,-0.0284,0.0283,2.00E-04,-0.01,-0.0142,236,14.32,-6.34,-37.93,291.07,-21.06,-7.57,2,981.05,48.851,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,13009,2018-07-23 11:56:26:966
1.2282,3.554,9.1674,1.2121,3.5234,9.0712,0.0055,-3.00E-04,0.0167,-0.0058,-0.0033,0.0067,236,14.33,-7.29,-38.11,288.59,-21.08,-7.59,2,981.05,48.153,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,13510,2018-07-23 11:56:27:467
1.3072,3.5317,9.1658,1.2437,3.5157,9.0699,0.0531,-0.0133,0.0202,0.0038,0.0053,-0.0096,236,14.82,-8.61,-37.6,282.3,-21.01,-7.8,2,981.05,56.08,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 23,14010,2018-07-23 11:56:27:967
1.2657,3.499,9.09,1.2934,3.4702,9.0805,-0.0373,0.003,-0.0578,-0.0033,0.007,-0.0014,236,13.24,-6.55,-38.01,288.49,-20.72,-8.16,2,981.05,56.143,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 23,14510,2018-07-23 11:56:28:467
1.3224,3.467,9.11,1.304,3.4558,9.0845,0.0238,-0.0126,0.0408,0.0056,7.00E-04,-0.0078,236,11.72,-5.21,-39.35,295.66,-20.69,-8.14,2,981.05,59.043,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,15011,2018-07-23 11:56:28:968
1.304,3.487,9.1626,1.2717,3.4783,9.0804,0.0234,-0.0157,0.0186,0.0049,0.0028,-0.0121,236,15.42,-4.08,-37.3,293.07,-20.77,-7.98,2,981.06,37.533,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,15510,2018-07-23 11:56:29:467
1.2657,3.5269,9.1387,1.2466,3.4974,9.0766,0.0112,0.0072,0.0042,-8.00E-04,0.0017,-0.0064,233,14.43,-5.7,-37.05,289.74,-20.89,-7.83,2,981.06,55.843,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,16009,2018-07-23 11:56:29:966
1.241,3.5069,9.1658,1.2071,3.4911,9.0844,0.0265,-0.0054,0.0262,-0.0015,0.0195,-0.0217,233,14.92,-7.04,-38.19,287.21,-20.86,-7.61,2,981.06,60.584,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,16509,2018-07-23 11:56:30:466
1.1524,3.5452,9.1826,1.1809,3.5039,9.0829,-0.0362,0.0186,0.0409,0.0059,-8.00E-04,0.0071,233,13.41,-4.66,-37.05,293.89,-20.92,-7.43,2,981.06,64.948,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,17009,2018-07-23 11:56:30:966
1.15,3.5309,9.1586,1.1881,3.4994,9.0837,-0.0454,0.0099,0.0188,0.0049,-0.005,7.00E-04,233,16.6,-4.15,-35.96,290.85,-20.89,-7.48,2,981.06,51.998,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,17510,2018-07-23 11:56:31:467
1.2673,3.4902,9.1419,1.2215,3.478,9.0875,0.038,-0.0101,-0.004,6.00E-04,-0.0018,-0.0046,233,13.34,-2.4,-38.57,301.87,-20.78,-7.63,2,981.06,54.332,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,18010,2018-07-23 11:56:31:967
1.2769,3.4926,9.2137,1.2333,3.459,9.0931,-6.00E-04,0.0175,0.0333,-0.0069,-0.0082,0.0103,233,14.17,-2.07,-39.6,300.78,-20.67,-7.7,2,981.06,28.664,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,18509,2018-07-23 11:56:32:466
1.2601,3.4878,9.1754,1.2494,3.4507,9.0941,0.001,0.0102,0.0105,0.0038,0.0056,-0.0036,233,12.81,-2.43,-41.83,303.11,-20.59,-7.84,2,981.05,64.432,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,19010,2018-07-23 11:56:32:967
1.2577,3.4327,9.0988,1.2643,3.4389,9.0965,-0.0156,-0.0305,-0.0622,-0.0058,0.0088,0.0039,233,15.09,-6.01,-32.79,284.79,-20.55,-7.94,2,981.05,60.545,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,19510,2018-07-23 11:56:33:467
1.2194,3.4566,9.2065,1.2558,3.4352,9.099,-0.0466,-0.0067,0.033,0.0049,0.0035,0.0039,233,15.32,-8.49,-30.99,277.57,-20.51,-7.9,2,981.05,62.703,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,20009,2018-07-23 11:56:33:966
1.2721,3.4423,9.173,1.2633,3.4291,9.1003,-0.0011,-0.0139,0.001,-5.00E-04,0.0099,-0.01,233,14.18,-12.8,-27.4,258.75,-20.47,-7.94,2,981.05,61.477,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,20509,2018-07-23 11:56:34:466
1.2625,3.495,9.1754,1.2576,3.4335,9.0995,-0.0036,0.0383,0.0145,-0.0388,-0.0391,-0.0068,233,14.93,-10.47,-30.4,271.09,-20.56,-7.79,2,981.05,26.231,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,21010,2018-07-23 11:56:34:967
2.7757,2.9563,9.2448,2.54,3.0349,8.9726,0.214,-0.1045,0.1957,0.0517,-0.1286,-0.0739,191,8.81,-5.32,-32.54,283.69,-17.88,-15.54,2,981.05,64.585,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,21510,2018-07-23 11:56:35:467
1.5307,3.3393,8.9192,1.8029,3.2076,9.0902,-0.2851,0.1089,-0.2358,-0.0484,0.06,-0.0377,204,12.95,-5.74,-41.34,287.76,-19.16,-11.42,2,981.06,64.581,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,22009,2018-07-23 11:56:35:966
1.5546,3.4319,9.1171,1.5506,3.3965,9.068,-0.0075,0.0102,-0.018,0.039,0.0685,-0.0338,217,10.26,-5.66,-39.84,294.15,-20.26,-9.7,2,981.06,61.521,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 23,22510,2018-07-23 11:56:36:467
1.3288,3.5173,9.0381,1.4039,3.4925,9.0555,-0.0831,0.0051,-0.0686,0.001,-0.01,0.0018,223,13.6,-8.41,-40.76,287.1,-20.86,-8.81,2,981.06,61.383,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,23010,2018-07-23 11:56:36:967
1.3415,3.4862,9.1403,1.3892,3.4714,9.0659,-0.0556,-0.0049,0.0228,0.0045,-0.0036,-0.011,223,11.94,0.03,-40.04,306.69,-20.73,-8.71,2,981.05,61.995,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,23510,2018-07-23 11:56:37:467
1.4158,3.5245,9.1738,1.3715,3.4762,9.0667,0.0359,0.027,0.0514,0.0056,-0.0022,0.0121,220,14.26,-1,-40.57,302.46,-20.74,-8.56,2,981.05,58.514,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,24010,2018-07-23 11:56:37:967
1.4612,3.4375,9.106,1.3871,3.4726,9.0657,0.0679,-0.0509,-0.001,-0.0015,-0.0125,-0.0164,220,14.44,-2.52,-38.32,296.48,-20.74,-8.68,2,981.05,59.236,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,24509,2018-07-23 11:56:38:466
1.4182,3.5165,9.1945,1.3806,3.4625,9.0706,0.0287,0.0316,0.0654,6.00E-04,-0.0018,-0.0185,220,14.94,-2.4,-37.9,297.27,-20.66,-8.65,2,981.05,57.588,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,25009,2018-07-23 11:56:38:966
1.2194,3.4399,9.0724,1.3334,3.442,9.0854,-0.123,-0.0251,-0.0739,0.0049,0.0131,-0.0153,220,13.38,-3.55,-41.45,297.41,-20.53,-8.48,2,981.05,62.561,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,25509,2018-07-23 11:56:39:466
1.2817,3.4974,9.1227,1.2562,3.3897,9.116,0.0199,0.0924,-0.0342,-0.1123,0.0461,-0.0142,220,13.75,-3.52,-42.25,297.11,-20.4,-7.96,2,981.05,59.7,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,26010,2018-07-23 11:56:39:967
1.1005,3.3329,9.6359,1.256,3.2114,9.1804,0.1163,-0.1416,-0.0053,0.3159,0.2393,-0.1051,233,11.85,-0.74,-41.4,304.13,-19.12,-7.79,2,981.05,34.247,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,26510,2018-07-23 11:56:40:467
0.8611,3.6091,9.3358,0.8295,3.6581,9.0609,0.0262,-0.0725,0.2166,-0.0189,0.0181,-0.0199,237,16.61,-5.72,-40.83,293.75,-21.98,-5.32,2,981.05,60.168,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,27010,2018-07-23 11:56:40:967
0.8076,3.712,9.0421,0.7765,3.7799,9.0155,0.0262,-0.0917,-0.0305,-0.0072,0.0103,0.005,237,17.15,-4.91,-37.17,294.19,-22.67,-4.92,2,981.05,62.846,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,27510,2018-07-23 11:56:41:467
0.9656,3.7887,9.2784,0.7965,3.7548,9.0243,0.1635,0.0072,0.1901,-0.0044,0.0127,0.0135,233,17.12,-8.09,-35.05,285.1,-22.54,-5.05,2,981.05,62.951,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,28009,2018-07-23 11:56:41:966
0.9186,3.736,9.3007,0.8094,3.7148,9.0397,0.1035,-0.0047,0.1979,-0.0257,0.0131,0.0096,233,17.46,-0.08,-38.08,304.19,-22.36,-5.14,2,981.05,51.742,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,28509,2018-07-23 11:56:42:466
1.0143,3.6961,9.2784,0.8327,3.6765,9.0532,0.1758,-0.0064,0.1613,-0.015,-0.0153,0.0256,238,17.44,-3.28,-38.57,298.64,-22.02,-5.26,2,981.05,58.343,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,29009,2018-07-23 11:56:42:966
1.1292,3.5652,9.3135,0.912,3.5986,9.0768,0.2108,-0.059,0.1721,-0.0228,-0.0377,0.0227,241,12.68,-0.04,-41.36,310.39,-21.53,-5.74,2,981.05,26.265,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,29510,2018-07-23 11:56:43:467
0.9178,3.5357,9.0501,0.9943,3.5437,9.0898,-0.0834,-0.0325,-0.1025,-0.0012,-0.0064,-0.0128,241,15.24,-5.25,-37.98,293.79,-21.18,-6.25,2,981.05,61.76,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,30010,2018-07-23 11:56:43:967
0.9728,3.57,9.1403,1.0311,3.5034,9.1013,-0.0654,0.0424,-0.0239,-0.0264,0.0024,-0.0025,238,15.23,-2.21,-39.9,301.23,-21.02,-6.49,2,981.05,64.229,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,30510,2018-07-23 11:56:44:467
1.1715,3.4064,9.256,1.1301,3.4172,9.1223,0.0923,-0.0373,0.0538,-0.026,-0.0135,0.0259,238,15.34,-0.91,-39.21,301.17,-20.39,-7.06,2,981.05,50.014,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,31010,2018-07-23 11:56:44:967
1.225,3.404,9.2193,1.1355,3.4085,9.1249,0.0802,-0.0324,0.0199,-0.0029,0.0024,-0.0068,238,15.7,-2.83,-37.5,295.12,-20.38,-7.05,2,981.05,63.929,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,16 / 21,31510,2018-07-23 11:56:45:467
1.1284,3.4551,9.2145,1.132,3.4148,9.123,-0.0127,0.0127,0.0177,0.0013,0.0056,0.0028,238,15.69,-5.71,-36.79,287.58,-20.38,-7.07,2,981.05,60.09,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,32009,2018-07-23 11:56:45:966
1.1316,3.4622,9.1866,1.1337,3.4186,9.1213,-0.0236,0.0068,-0.014,-0.0019,-0.0068,-0.0075,238,14.74,-0.62,-36.96,299.96,-20.4,-7.09,2,981.05,59.162,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,32510,2018-07-23 11:56:46:467
1.1747,3.4144,9.2209,1.1543,3.4032,9.1245,0.0112,-0.0161,0.0234,-8.00E-04,0,-0.0018,238,15.8,-0.36,-39.17,301.53,-20.32,-7.21,2,981.05,61.072,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,33009,2018-07-23 11:56:46:966
1.1715,3.4375,9.2161,1.1567,3.414,9.1202,0.0056,-0.004,0.0226,0.0113,0.0035,-0.0089,238,15.65,-2.82,-37.39,294.25,-20.36,-7.25,2,981.04,64.21,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,33510,2018-07-23 11:56:47:467
1.2769,3.4112,9.1515,1.1606,3.3969,9.126,0.108,-0.0098,-0.0391,-0.0069,0.0461,7.00E-04,238,15.05,-1.01,-39.27,300.81,-20.28,-7.27,2,981.04,63.226,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,34009,2018-07-23 11:56:47:966
1.0901,3.4471,9.3143,1.149,3.3712,9.137,-0.0677,0.0499,0.1068,-0.025,-0.0029,0.0145,238,14.92,-0.12,-37.79,302.12,-20.11,-7.17,2,981.04,60.077,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,34512,2018-07-23 11:56:48:469
1.1237,3.3489,9.1491,1.119,3.3476,9.1494,-0.0033,-0.0225,-0.0655,-0.0431,-0.0072,-0.0345,238,16.12,-0.51,-39.61,300.05,-20.05,-6.99,2,981.04,58.834,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,35009,2018-07-23 11:56:48:966
1.0806,3.3697,9.1195,1.0906,3.3385,9.1562,-0.0181,0.0063,-0.1048,0.0031,0.0113,-0.0231,241,15.55,-2.23,-37.73,296.76,-19.88,-6.86,2,981.04,25.735,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,35511,2018-07-23 11:56:49:468
1.051,3.3585,9.2823,1.0901,3.3194,9.1632,-0.0479,0.0122,0.0449,-0.0125,-0.0313,0.0174,241,15.68,-0.06,-43.23,303.38,-19.78,-6.78,2,981.04,60.802,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,36010,2018-07-23 11:56:49:967
1.2346,3.2923,9.2935,1.0775,3.3145,9.1664,0.1483,-0.0495,0.0516,0.0116,0.0365,-0.0242,241,13.77,-2.08,-38.82,299.84,-19.71,-6.79,2,981.04,63.522,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,36509,2018-07-23 11:56:50:466
1.2122,3.2364,9.2903,1.1054,3.2988,9.1688,0.0972,-0.091,0.0419,-0.0072,-0.0036,-0.0331,241,14.92,-5.64,-39.6,289.87,-19.68,-6.89,2,981.04,59.122,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,37009,2018-07-23 11:56:50:966
0.7757,3.3752,9.2712,1.1616,3.2492,9.1795,-0.3953,0.0997,0.0173,-0.036,-0.0633,0.0472,241,14.61,-4.16,-35.83,291.37,-19.48,-6.98,2,981.04,60.707,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,37510,2018-07-23 11:56:51:467
